sku,year,make,model
sku998,2010,make42,model183
sku992,2013,make36,model268
sku361,1994,make15,model96
sku77,2009,make1,model360
sku533,2005,make10,model392
sku836,1996,make45,model403
sku88,2008,make36,model357
sku162,2000,make38,model80
sku292,2003,make27,model142
sku536,1995,make41,model448
sku395,1992,make5,model236
sku922,1992,make10,model228
sku756,1999,make12,model296
sku662,1993,make20,model375
sku921,1992,make24,model42
sku552,1994,make13,model422
sku773,2008,make7,model155
sku993,2012,make11,model194
sku45,1996,make43,model484
sku397,1991,make22,model77
sku424,2005,make38,model43
sku795,1993,make42,model358
sku256,1997,make40,model404
sku506,1990,make33,model140
sku806,2008,make30,model400
sku720,2008,make10,model383
sku83,1991,make37,model240
sku93,1993,make32,model258
sku810,1999,make31,model303
sku516,2000,make16,model386
sku732,1992,make29,model119
sku157,1995,make26,model482
sku4,1992,make39,model362
sku893,2012,make25,model488
sku992,1995,make23,model42
sku371,1992,make30,model91
sku461,1994,make40,model488
sku635,1992,make38,model184
sku223,1997,make31,model190
sku554,1992,make18,model279
sku220,1992,make15,model56
sku51,2008,make5,model22
sku988,2002,make7,model180
sku625,2007,make27,model43
sku926,1997,make4,model280
sku430,2009,make47,model326
sku134,2002,make2,model344
sku647,1998,make13,model433
sku475,2002,make49,model263
sku292,1991,make29,model140
sku603,2006,make32,model114
sku419,1994,make16,model173
sku502,1998,make46,model466
sku182,2009,make30,model158
sku359,2004,make1,model3
sku985,1995,make44,model230
sku769,2010,make50,model30
sku910,2003,make17,model256
sku246,2013,make37,model332
sku153,1991,make1,model327
sku425,2011,make30,model303
sku742,1993,make47,model51
sku779,2012,make6,model382
sku167,2013,make12,model468
sku824,1994,make50,model367
sku759,1998,make13,model2
sku310,2013,make34,model232
sku35,2006,make6,model230
sku588,2006,make4,model165
sku866,2013,make22,model323
sku908,2002,make21,model38
sku512,2005,make1,model168
sku837,1990,make4,model298
sku338,1997,make30,model324
sku296,1996,make6,model165
sku942,1995,make40,model265
sku925,2010,make43,model396
sku838,1996,make22,model373
sku825,2010,make41,model168
sku472,2009,make34,model154
sku833,2007,make46,model86
sku51,2002,make41,model173
sku768,2012,make34,model355
sku152,2001,make12,model38
sku316,1992,make44,model77
sku387,1997,make45,model106
sku144,2007,make28,model308
sku545,1995,make47,model189
sku956,2009,make28,model3
sku328,1998,make18,model48
sku291,1990,make41,model221
sku490,1990,make26,model403
sku139,1999,make48,model263
sku686,2010,make37,model415
sku572,1996,make23,model58
sku499,1998,make25,model228
sku194,1990,make23,model261
sku405,2009,make31,model348
sku837,2000,make7,model163
sku460,2005,make7,model300
sku40,1992,make7,model363
sku943,2010,make28,model257
sku141,2013,make32,model320
sku365,1992,make5,model279
sku163,2003,make4,model284
sku363,2006,make14,model100
sku111,1999,make27,model285
sku56,2005,make9,model48
sku745,1996,make41,model344
sku150,1998,make11,model145
sku371,2009,make47,model368
sku953,1990,make15,model58
sku574,1998,make35,model469
sku65,2012,make7,model88
sku348,2005,make38,model202
sku317,2011,make25,model31
sku204,1997,make38,model177
sku692,2012,make33,model31
sku779,2003,make40,model366
sku593,1992,make43,model84
sku463,2002,make6,model264
sku476,1995,make36,model412
sku900,2000,make12,model109
sku358,2007,make14,model281
sku44,1990,make46,model368
sku974,2003,make40,model376
sku129,2004,make25,model361
sku685,1997,make45,model74
sku858,2013,make34,model167
sku231,1998,make8,model66
sku819,1999,make18,model89
sku109,2004,make37,model76
sku650,2005,make45,model312
sku211,2006,make19,model170
sku275,2010,make4,model480
sku185,2012,make6,model22
sku941,2008,make19,model86
sku152,2002,make16,model485
sku917,2005,make8,model13
sku273,2011,make9,model462
sku538,1991,make28,model374
sku744,2012,make5,model10
sku777,1993,make49,model481
sku97,1991,make1,model19
sku861,1999,make11,model6
sku913,2002,make50,model415
sku158,1993,make43,model215
sku13,1990,make18,model275
sku92,2011,make15,model418
sku818,1999,make43,model297
sku532,2009,make28,model315
sku914,2003,make34,model387
sku940,2010,make40,model427
sku383,2008,make35,model270
sku896,2002,make49,model454
sku566,1997,make23,model329
sku219,2008,make25,model19
sku139,1998,make32,model336
sku177,1994,make15,model46
sku744,2013,make44,model342
sku838,2005,make27,model111
sku417,1995,make38,model156
sku752,2007,make11,model159
sku51,2006,make49,model135
sku431,2001,make16,model285
sku814,2012,make12,model496
sku121,2002,make5,model433
sku503,2012,make28,model170
sku594,1991,make28,model6
sku299,1997,make17,model26
sku49,2002,make19,model50
sku218,1998,make19,model324
sku810,2006,make11,model312
sku612,2000,make31,model366
sku995,2006,make30,model249
sku639,1993,make42,model117
sku225,1999,make13,model262
sku716,2003,make29,model383
sku106,2012,make44,model162
sku284,1995,make49,model47
sku910,1994,make36,model261
sku644,1997,make13,model320
sku24,2010,make7,model332
sku991,2013,make45,model108
sku368,1993,make37,model42
sku702,1997,make43,model404
sku254,2007,make7,model269
sku947,1992,make32,model429
sku286,1998,make19,model465
sku677,2005,make29,model351
sku479,2006,make19,model235
sku675,1996,make35,model21
sku396,2000,make7,model49
sku736,2013,make46,model495
sku687,1990,make27,model317
sku133,1993,make25,model210
sku505,2010,make18,model91
sku498,2011,make45,model489
sku618,1995,make23,model146
sku503,1993,make17,model449
sku554,2001,make50,model145
sku433,2011,make14,model60
sku934,2009,make38,model34
sku964,1995,make25,model234
sku110,2009,make33,model304
sku747,2002,make30,model183
sku774,1990,make33,model138
sku159,2013,make9,model357
sku449,1994,make1,model441
sku70,1996,make50,model2
sku88,2008,make4,model26
sku994,2003,make26,model52
sku386,1993,make36,model67
sku696,1997,make25,model235
sku322,1993,make38,model241
sku143,2012,make10,model296
sku88,1994,make24,model79
sku477,2001,make8,model282
sku224,1995,make31,model109
sku782,1993,make16,model84
sku299,1990,make15,model498
sku321,2009,make24,model321
sku949,1994,make7,model46
sku127,1997,make35,model107
sku510,1993,make19,model493
sku626,2002,make28,model425
sku757,1993,make4,model270
sku295,1999,make36,model297
sku413,1990,make30,model367
sku802,1991,make19,model375
sku259,2001,make43,model193
sku812,2002,make30,model161
sku676,2013,make16,model151
sku496,2010,make8,model127
sku18,1995,make40,model157
sku601,2001,make46,model7
sku504,2001,make38,model153
sku544,1992,make3,model402
sku618,2011,make10,model215
sku418,2008,make38,model47
sku753,1991,make20,model124
sku911,2003,make26,model464
sku760,1997,make12,model181
sku791,1993,make19,model147
sku639,1992,make30,model91
sku241,2005,make50,model429
sku550,1994,make15,model484
sku957,1990,make4,model355
sku90,2000,make48,model1
sku998,2000,make47,model379
sku749,1994,make6,model270
sku313,2001,make42,model476
sku611,2000,make7,model426
sku86,1992,make36,model318
sku288,2013,make31,model123
sku29,2005,make48,model60
sku117,2011,make6,model57
sku365,1991,make44,model57
sku214,2013,make33,model264
sku480,2001,make24,model45
sku915,2004,make47,model500
sku727,2005,make32,model8
sku642,1995,make13,model335
sku899,1995,make40,model8
sku119,2011,make7,model242
sku954,2013,make30,model84
sku989,1995,make35,model234
sku730,1994,make28,model322
sku781,2001,make33,model254
sku144,1996,make27,model393
sku513,2008,make23,model206
sku992,1995,make22,model56
sku151,2003,make30,model52
sku555,1994,make14,model272
sku436,2013,make1,model83
sku135,2003,make41,model458
sku64,2000,make22,model104
sku730,2012,make50,model121
sku726,2000,make33,model359
sku691,1991,make42,model421
sku634,2000,make48,model94
sku612,1995,make37,model24
sku178,2007,make11,model156
sku307,1990,make12,model185
sku474,2005,make29,model102
sku595,2003,make23,model160
sku17,1992,make2,model354
sku178,2010,make28,model406
sku288,2001,make50,model450
sku704,2007,make48,model441
sku469,1993,make10,model388
sku181,2000,make8,model328
sku68,2007,make43,model331
sku292,1997,make50,model154
sku401,1990,make1,model289
sku886,2003,make20,model87
sku51,1999,make4,model378
sku116,1990,make32,model292
sku177,2009,make18,model179
sku246,2002,make1,model157
sku226,2010,make49,model259
sku171,2012,make42,model286
sku978,2010,make8,model432
sku400,2002,make2,model226
sku924,1992,make11,model20
sku127,2010,make32,model152
sku668,2013,make34,model457
sku484,2006,make12,model355
sku541,1994,make12,model356
sku161,1991,make15,model70
sku891,2000,make1,model145
sku966,1990,make38,model445
sku146,2012,make47,model137
sku786,2003,make29,model227
sku530,1995,make19,model7
sku909,2004,make37,model225
sku797,2012,make9,model479
sku1,2000,make5,model446
sku872,1992,make10,model419
sku134,2012,make37,model140
sku867,2005,make28,model326
sku201,1993,make6,model365
sku364,2001,make38,model137
sku66,2001,make37,model432
sku416,2011,make41,model208
sku325,2011,make16,model98
sku13,2001,make2,model73
sku407,2008,make22,model137
sku410,2013,make47,model305
sku102,1990,make17,model233
sku502,1991,make37,model284
sku549,2000,make22,model482
sku341,1995,make19,model333
sku165,2006,make43,model89
sku171,2011,make17,model289
sku649,2007,make43,model29
sku721,2008,make34,model411
sku804,1990,make15,model153
sku90,1990,make44,model320
sku481,1997,make31,model411
sku551,2013,make25,model358
sku666,1998,make45,model419
sku235,1995,make21,model442
sku961,1996,make47,model341
sku37,2004,make26,model420
sku614,2008,make8,model352
sku813,1990,make18,model147
sku318,2012,make6,model434
sku925,2004,make30,model296
sku942,2001,make22,model89
sku690,2010,make3,model326
sku102,2013,make17,model69
sku606,2010,make49,model110
sku627,1992,make47,model220
sku138,1996,make37,model228
sku206,2010,make17,model65
sku444,2011,make36,model193
sku380,1993,make29,model35
sku986,2004,make36,model44
sku620,1991,make12,model113
sku888,1994,make23,model257
sku325,1998,make48,model231
sku628,2006,make46,model417
sku530,1995,make49,model487
sku144,2006,make18,model262
sku830,2012,make30,model408
sku539,1997,make46,model79
sku362,1993,make20,model125
sku331,2009,make39,model328
sku192,2007,make6,model410
sku401,1990,make33,model465
sku272,2004,make46,model208
sku299,1996,make47,model64
sku178,2002,make48,model358
sku840,2010,make44,model101
sku973,1996,make23,model152
sku81,1995,make48,model137
sku930,1991,make5,model165
sku108,2007,make13,model190
sku360,1993,make40,model330
sku421,2007,make40,model299
sku261,2007,make16,model50
sku575,1994,make16,model274
sku442,2008,make43,model262
sku966,2009,make40,model448
sku884,2011,make12,model496
sku630,2001,make19,model495
sku647,1993,make33,model34
sku898,2000,make34,model79
sku164,2013,make13,model369
sku166,2003,make15,model304
sku311,1993,make7,model139
sku945,2012,make9,model415
sku809,1999,make42,model219
sku884,1994,make22,model266
sku358,1991,make30,model128
sku510,1996,make21,model337
sku243,2006,make21,model204
sku229,2006,make1,model270
sku831,1993,make41,model388
sku65,2013,make31,model437
sku386,2000,make16,model135
sku617,2007,make40,model488
sku813,1999,make12,model162
sku662,2005,make50,model452
sku312,1999,make16,model270
sku101,1997,make4,model466
sku468,2011,make36,model267
sku881,1997,make21,model133
sku737,2007,make27,model177
sku455,1998,make17,model134
sku733,2003,make30,model197
sku197,2004,make15,model255
sku990,2004,make3,model46
sku934,1993,make2,model201
sku19,2007,make47,model450
sku41,1998,make9,model389
sku56,2006,make7,model255
sku35,2000,make39,model384
sku12,1998,make9,model105
sku952,2000,make36,model471
sku66,2008,make2,model500
sku890,1991,make21,model455
sku782,1998,make41,model412
sku673,2013,make30,model364
sku673,2007,make12,model354
sku184,1990,make24,model98
sku382,2005,make21,model167
sku92,1992,make14,model79
sku885,1997,make8,model388
sku358,2003,make35,model70
sku892,2001,make49,model282
sku464,2003,make15,model68
sku289,2002,make43,model236
sku544,1997,make34,model463
sku953,1991,make13,model23
sku193,2002,make11,model39
sku836,1998,make43,model97
sku917,2002,make17,model404
sku25,1997,make19,model244
sku854,2005,make32,model71
sku193,2001,make31,model369
sku785,1996,make34,model369
sku352,2012,make40,model273
sku451,2013,make32,model143
sku342,2001,make24,model130
sku7,2009,make4,model16
sku103,2000,make26,model478
sku101,1993,make5,model147
sku611,2007,make2,model198
sku992,2006,make7,model172
sku612,2011,make45,model31
sku896,2002,make18,model119
sku982,2009,make25,model494
sku634,2003,make1,model368
sku998,2002,make35,model50
sku683,2008,make20,model147
sku500,2000,make35,model246
sku114,2009,make42,model363
sku733,2007,make40,model314
sku230,1993,make44,model106
sku956,1998,make10,model295
sku920,1995,make17,model459
sku758,1990,make1,model221
sku805,1999,make37,model152
sku829,2000,make40,model471
sku243,2005,make34,model488
sku350,2000,make31,model290
sku584,2001,make40,model270
sku827,2013,make7,model373
sku207,2000,make34,model483
sku468,2006,make21,model136
sku87,1993,make29,model458
sku562,1998,make43,model403
sku998,2002,make39,model174
sku975,1999,make47,model280
sku849,2007,make5,model338
sku704,1995,make22,model456
sku678,1992,make44,model73
sku764,1996,make21,model425
sku420,2013,make39,model491
sku362,2004,make40,model180
sku144,2003,make36,model60
sku946,2005,make34,model398
sku348,2008,make24,model26
sku999,2011,make49,model339
sku975,2010,make42,model370
sku117,1995,make30,model268
sku229,1998,make26,model296
sku974,1997,make48,model59
sku865,2005,make12,model406
sku288,2011,make31,model318
sku686,1991,make35,model343
sku966,2005,make19,model471
sku484,1994,make34,model300
sku418,1996,make7,model324
sku619,2005,make12,model297
sku952,1994,make36,model409
sku842,2012,make32,model65
sku856,1995,make39,model271
sku308,2000,make12,model137
sku97,2004,make11,model290
sku766,2011,make9,model92
sku158,1997,make42,model388
sku966,1991,make19,model459
sku253,1991,make37,model47
sku22,1998,make12,model439
sku594,2013,make21,model451
sku435,2005,make9,model266
sku228,1999,make6,model497
sku276,1996,make9,model217
sku605,1990,make11,model285
sku74,2003,make25,model164
sku654,1995,make22,model338
sku582,2005,make28,model88
sku628,2013,make4,model31
sku611,1995,make30,model420
sku633,2006,make42,model454
sku994,1990,make18,model299
sku15,2003,make9,model45
sku126,2005,make21,model390
sku874,2010,make23,model228
sku477,1990,make32,model53
sku972,2006,make9,model292
sku953,2008,make22,model293
sku462,1996,make25,model228
sku261,2009,make3,model138
sku383,1995,make19,model254
sku875,2008,make15,model375
sku613,2007,make11,model45
sku742,2009,make10,model357
sku538,1998,make15,model245
sku119,2007,make4,model291
sku970,2003,make2,model115
sku401,1992,make26,model392
sku309,2010,make15,model92
sku647,2003,make47,model130
sku313,1993,make18,model28
sku967,2003,make39,model252
sku903,1991,make50,model11
sku782,1991,make31,model376
sku634,2005,make50,model17
sku725,2001,make41,model17
sku355,1992,make11,model1
sku680,1993,make13,model497
sku281,2004,make3,model124
sku150,2009,make38,model27
sku878,2007,make4,model330
sku811,2006,make21,model222
sku312,1999,make24,model18
sku877,1997,make4,model116
sku399,1996,make12,model40
sku432,2001,make4,model356
sku98,1992,make48,model124
sku932,2007,make15,model405
sku452,1998,make24,model131
sku48,2011,make36,model180
sku270,1994,make20,model73
sku477,2001,make19,model438
sku749,2004,make48,model90
sku98,1990,make45,model98
sku141,2010,make23,model36
sku559,2007,make45,model6
sku115,1998,make14,model82
sku228,2013,make27,model249
sku162,2011,make33,model319
sku379,1990,make26,model64
sku627,2001,make16,model363
sku490,1994,make46,model316
sku47,1998,make36,model303
sku105,2003,make31,model110
sku933,2011,make20,model80
sku865,2011,make33,model14
sku818,1997,make34,model98
sku318,1994,make17,model473
sku643,2005,make34,model67
sku826,2004,make39,model437
sku952,2001,make24,model28
sku49,1992,make14,model491
sku980,2005,make7,model423
sku559,2009,make44,model189
sku95,2002,make29,model207
sku712,2011,make18,model177
sku524,1990,make25,model175
sku616,1995,make12,model284
sku714,2006,make32,model381
sku792,2011,make38,model386
sku554,2011,make31,model57
sku678,2001,make25,model386
sku21,1991,make10,model366
sku957,2002,make5,model240
sku567,2003,make42,model92
sku820,1991,make38,model267
sku749,1998,make15,model271
sku270,1990,make16,model412
sku918,2012,make47,model298
sku413,2000,make19,model217
sku487,2003,make9,model222
sku91,1996,make47,model329
sku822,2008,make42,model321
sku803,2004,make9,model276
sku961,2001,make5,model115
sku503,1999,make3,model211
sku329,2013,make1,model371
sku414,1999,make9,model451
sku932,1998,make18,model11
sku591,1996,make34,model206
sku20,2002,make3,model411
sku108,1995,make19,model35
sku693,2001,make15,model98
sku868,1998,make31,model99
sku339,2005,make47,model377
sku12,1992,make33,model472
sku452,2013,make49,model21
sku264,2005,make23,model142
sku164,2002,make6,model136
sku731,2001,make17,model212
sku943,2005,make31,model405
sku988,1995,make1,model163
sku863,2012,make4,model438
sku56,2007,make41,model254
sku728,2008,make28,model496
sku426,1990,make14,model295
sku508,1999,make43,model119
sku856,1994,make33,model399
sku835,1996,make31,model411
sku510,2004,make8,model187
sku557,1995,make13,model306
sku958,1991,make6,model343
sku845,2006,make34,model135
sku669,2012,make43,model88
sku327,2007,make21,model91
sku916,1991,make49,model376
sku350,2004,make29,model430
sku201,2007,make12,model379
sku947,2001,make19,model452
sku540,2001,make30,model193
sku153,1996,make33,model411
sku212,2002,make50,model270
sku230,1999,make37,model73
sku484,2006,make45,model417
sku287,2001,make35,model244
sku189,2012,make13,model68
sku399,2004,make2,model470
sku96,2005,make17,model125
sku890,2013,make4,model51
sku489,1991,make33,model359
sku479,1998,make44,model481
sku60,2008,make40,model174
sku227,2001,make42,model208
sku407,1991,make28,model403
sku686,2004,make38,model391
sku215,1991,make2,model53
sku42,1992,make11,model265
sku169,2010,make13,model324
sku207,1992,make31,model134
sku869,1999,make31,model48
sku888,2000,make26,model147
sku521,1991,make5,model104
sku648,2010,make50,model431
sku908,1990,make49,model475
sku120,1994,make24,model145
sku18,2007,make47,model112
sku837,2003,make25,model353
sku946,1992,make41,model417
sku548,1997,make7,model35
sku371,1995,make14,model10
sku68,1996,make44,model488
sku284,2010,make47,model202
sku18,1999,make35,model18
sku129,2005,make13,model483
sku170,2007,make34,model58
sku851,2001,make48,model200
sku783,1991,make24,model77
sku303,2007,make9,model186
sku7,1991,make18,model145
sku897,1996,make35,model457
sku672,1999,make48,model400
sku11,1994,make39,model90
sku957,2000,make15,model404
sku907,1995,make11,model345
sku322,2006,make43,model312
sku415,1990,make50,model211
sku64,1998,make36,model481
sku610,1999,make44,model141
sku788,2009,make5,model400
sku31,2010,make49,model494
sku281,1996,make40,model94
sku519,2013,make44,model420
sku673,2007,make24,model44
sku731,2000,make26,model398
sku798,1995,make38,model204
sku624,2005,make35,model206
sku452,2008,make11,model242
sku615,1994,make24,model448
sku462,1996,make5,model491
sku263,2012,make41,model468
sku677,1996,make2,model204
sku741,2002,make11,model269
sku752,2012,make48,model188
sku586,2005,make40,model19
sku402,2013,make26,model8
sku186,2013,make46,model324
sku251,2013,make32,model257
sku951,2000,make23,model314
sku730,2001,make2,model235
sku4,1995,make1,model378
sku193,2012,make7,model390
sku585,2012,make41,model493
sku915,1998,make1,model51
sku323,2011,make38,model287
sku903,1998,make5,model427
sku821,2002,make25,model275
sku8,2002,make1,model6
sku750,1990,make39,model472
sku979,2011,make37,model282
sku815,2002,make28,model365
sku871,2003,make42,model97
sku460,2003,make39,model182
sku951,2010,make11,model386
sku389,2006,make17,model198
sku210,1998,make21,model480
sku367,1994,make46,model173
sku71,2004,make46,model443
sku159,2000,make31,model15
sku5,2000,make12,model232
sku23,2013,make42,model487
sku838,1990,make38,model114
sku737,1991,make32,model473
sku407,1990,make46,model387
sku203,2009,make6,model137
sku429,1990,make8,model294
sku482,2008,make31,model243
sku221,2010,make48,model122
sku822,2008,make11,model330
sku816,2013,make45,model277
sku27,2002,make25,model217
sku537,1999,make11,model370
sku209,1997,make1,model319
sku349,1994,make12,model415
sku948,2010,make16,model84
sku676,1996,make21,model249
sku40,2005,make8,model428
sku586,1990,make21,model306
sku548,2011,make3,model43
sku308,1995,make42,model259
sku573,2010,make8,model461
sku9,1999,make38,model479
sku219,1991,make7,model447
sku331,2002,make20,model185
sku159,2003,make12,model373
sku586,2005,make18,model67
sku538,1999,make11,model423
sku651,1990,make19,model112
sku877,2002,make8,model443
sku894,2011,make43,model57
sku961,2013,make1,model146
sku499,1999,make34,model329
sku941,2011,make21,model263
sku520,2008,make33,model29
sku160,2011,make46,model405
sku917,1996,make2,model397
sku780,1994,make34,model337
sku72,2002,make40,model16
sku487,2008,make17,model493
sku187,2013,make33,model64
sku870,1991,make33,model195
sku804,1997,make23,model482
sku187,1998,make39,model52
sku613,2009,make45,model196
sku983,2003,make4,model27
sku97,2010,make5,model292
sku641,1999,make29,model414
sku392,1995,make48,model131
sku255,2004,make33,model30
sku917,1992,make2,model52
sku445,2009,make11,model29
sku601,1992,make23,model292
sku677,2002,make32,model387
sku363,2007,make18,model2
sku130,2012,make42,model261
sku135,2008,make40,model195
sku391,2000,make23,model154
sku529,2001,make21,model487
sku264,2004,make2,model432
sku717,2001,make23,model197
sku991,1991,make9,model177
sku805,2002,make18,model468
sku447,1994,make23,model291
sku974,1995,make49,model182
sku669,2000,make34,model99
sku887,1991,make9,model75
sku695,1994,make1,model206
sku677,2001,make41,model334
sku543,2013,make2,model174
sku495,1999,make15,model471
sku568,2007,make27,model271
sku974,2001,make46,model321
sku910,2003,make42,model399
sku655,1990,make48,model175
sku208,2013,make39,model443
sku420,2003,make28,model482
sku538,2003,make16,model17
sku952,2004,make49,model260
sku328,2001,make3,model151
sku989,2013,make48,model450
sku539,2008,make35,model97
sku790,2005,make28,model499
sku601,1997,make45,model10
sku870,2000,make50,model204
sku6,1997,make22,model479
sku884,1999,make24,model106
sku910,2002,make26,model449
sku500,2000,make40,model20
sku237,2001,make12,model13
sku131,2008,make2,model366
sku78,2011,make38,model474
sku335,2007,make18,model171
sku26,2009,make15,model455
sku209,2008,make7,model60
sku310,2005,make1,model405
sku89,2009,make43,model163
sku302,1991,make18,model217
sku852,1998,make9,model465
sku275,2011,make44,model305
sku648,1995,make48,model337
sku29,1995,make30,model119
sku21,2006,make18,model165
sku338,1998,make7,model213
sku183,2013,make38,model242
sku63,1992,make46,model458
sku474,1991,make43,model375
sku994,2007,make18,model321
sku956,1997,make16,model492
sku556,2011,make12,model288
sku603,2003,make46,model470
sku947,1991,make19,model65
sku28,1992,make31,model46
sku218,2002,make1,model346
sku609,2010,make22,model301
sku572,2009,make13,model264
sku105,2003,make26,model330
sku457,2007,make12,model30
sku307,1993,make50,model127
sku184,1998,make20,model106
sku481,2013,make16,model349
sku523,1997,make20,model66
sku155,2009,make37,model363
sku623,2013,make13,model364
sku534,2008,make20,model495
sku493,2004,make3,model400
sku762,1991,make3,model473
sku411,2000,make8,model446
sku427,2000,make30,model475
sku762,2013,make4,model458
sku803,2009,make33,model213
sku789,2011,make8,model162
sku655,2002,make16,model74
sku161,1998,make48,model461
sku407,2013,make44,model409
sku429,1990,make36,model428
sku479,1997,make41,model120
sku273,2011,make8,model38
sku697,2009,make25,model243
sku691,2005,make41,model173
sku190,1992,make25,model176
sku480,2000,make14,model444
sku435,1993,make36,model432
sku161,1999,make36,model320
sku708,2002,make44,model491
sku406,1990,make3,model51
sku832,2003,make30,model261
sku206,1999,make44,model198
sku513,1998,make38,model496
sku797,1990,make44,model116
sku157,2003,make5,model159
sku993,2009,make48,model351
sku334,2010,make35,model370
sku871,2007,make43,model352
sku290,2000,make12,model248
sku820,1992,make45,model166
sku451,2005,make17,model124
sku653,1994,make24,model405
sku783,2003,make7,model388
sku383,1991,make24,model358
sku918,1993,make23,model394
sku893,1997,make25,model91
sku721,2007,make34,model271
sku806,2003,make44,model128
sku201,1994,make26,model427
sku397,2013,make34,model90
sku552,2008,make48,model468
sku869,2000,make33,model393
sku587,1992,make29,model240
sku400,1991,make33,model60
sku778,1998,make34,model292
sku902,2002,make42,model52
sku728,1998,make48,model63
sku322,2004,make16,model437
sku403,1996,make41,model136
sku686,2001,make3,model136
sku564,2005,make38,model482
sku692,1999,make5,model235
sku746,2007,make3,model324
sku276,2011,make38,model2
sku233,2006,make7,model277
sku321,2000,make22,model362
sku687,1995,make50,model186
sku694,1991,make33,model129
sku678,1999,make11,model185
sku804,1997,make42,model275
sku46,2011,make10,model161
sku783,2012,make17,model8
sku652,2000,make29,model486
sku881,2013,make35,model284
sku231,2006,make47,model463
sku735,2003,make10,model206
sku976,1999,make40,model390
sku705,2004,make17,model375
sku511,2002,make4,model147
sku473,1999,make16,model62
sku846,2011,make5,model364
sku872,2008,make15,model52
sku475,1995,make2,model105
sku815,1995,make32,model396
sku610,1999,make29,model158
sku22,2011,make4,model266
sku425,1993,make42,model449
sku531,1993,make1,model188
sku8,1992,make6,model440
sku903,1999,make50,model189
sku629,1990,make30,model222
sku216,1995,make12,model413
sku612,2009,make7,model317
sku702,1994,make9,model63
sku340,2013,make2,model435
sku122,1991,make13,model65
sku157,1998,make1,model30
sku744,2013,make22,model187
sku995,1990,make41,model105
sku234,1991,make2,model423
sku851,1994,make24,model277
sku379,2005,make34,model360
sku634,2006,make30,model378
sku743,2009,make45,model450
sku180,2011,make48,model462
sku877,1999,make15,model436
sku418,1992,make5,model326
sku160,1992,make25,model6
sku291,2013,make29,model335
sku618,1995,make20,model126
sku942,2013,make1,model342
sku808,2011,make30,model494
sku778,2002,make46,model327
sku933,1994,make27,model175
sku318,2004,make1,model239
sku721,2001,make25,model6
sku470,1991,make35,model44
sku291,1991,make17,model116
sku44,1998,make46,model426
sku230,2001,make42,model4
sku35,2007,make34,model484
sku955,1994,make16,model137
sku791,1997,make38,model256
sku814,1995,make27,model142
sku287,1994,make19,model289
sku274,2006,make41,model159
sku48,2007,make9,model139
sku220,1990,make15,model128
sku754,2012,make12,model355
sku130,2002,make50,model461
sku856,2007,make22,model335
sku968,2012,make48,model127
sku161,1997,make42,model217
sku25,2005,make38,model36
sku362,2012,make18,model291
sku924,2005,make42,model339
sku577,1991,make20,model354
sku595,1998,make32,model225
sku98,1991,make6,model33
sku16,1991,make16,model89
sku389,1993,make31,model207
sku788,1998,make25,model75
sku280,2010,make37,model102
sku467,2003,make45,model22
sku622,1996,make38,model109
sku634,1999,make34,model366
sku437,2008,make40,model227
sku854,1992,make32,model122
sku261,1995,make33,model25
sku600,1993,make10,model440
sku975,2012,make5,model221
sku493,2013,make25,model58
sku232,1995,make17,model433
sku610,2013,make30,model23
sku783,1999,make25,model319
sku502,1993,make44,model382
sku365,2002,make41,model483
sku676,1990,make43,model326
sku936,2012,make5,model215
sku892,2003,make28,model62
sku808,2010,make50,model209
sku873,2003,make24,model328
sku972,2013,make15,model237
sku86,1994,make12,model226
sku705,1991,make21,model191
sku55,1996,make2,model495
sku186,1992,make21,model39
sku699,2013,make11,model254
sku837,1994,make47,model355
sku770,1999,make19,model371
sku347,2005,make11,model217
sku825,2000,make45,model265
sku496,1997,make46,model275
sku555,2012,make27,model370
sku65,2012,make41,model382
sku920,1990,make14,model378
sku205,1994,make24,model487
sku581,2009,make36,model464
sku481,2012,make18,model153
sku378,1995,make42,model437
sku537,2007,make22,model46
sku686,2013,make42,model376
sku921,2005,make26,model421
sku665,2008,make30,model435
sku979,1991,make43,model280
sku887,2003,make25,model184
sku486,2010,make34,model432
sku85,2002,make37,model311
sku251,1993,make36,model468
sku124,2003,make35,model22
sku191,1994,make45,model428
sku985,2001,make37,model482
sku540,2003,make27,model213
sku123,1990,make40,model305
sku851,2001,make24,model468
sku972,1995,make28,model111
sku370,1996,make8,model247
sku814,2010,make27,model3
sku44,2000,make43,model15
sku900,2003,make50,model220
sku148,2002,make44,model135
sku520,2005,make44,model186
sku124,1998,make16,model48
sku560,2010,make16,model465
sku134,2001,make22,model474
sku318,2012,make48,model181
sku378,2009,make20,model139
sku392,1999,make36,model270
sku894,2003,make41,model207
sku241,2006,make40,model183
sku38,1992,make23,model299
sku955,2008,make27,model44
sku252,2012,make2,model285
sku904,2013,make47,model141
sku796,1997,make28,model94
sku702,1996,make37,model298
sku857,2002,make1,model49
sku223,2009,make24,model131
sku885,2012,make43,model420
sku699,1999,make47,model476
sku329,2013,make26,model117
sku948,2000,make26,model372
sku773,1991,make47,model238
sku345,2005,make4,model101
sku194,1991,make15,model209
sku874,2008,make34,model379
sku680,2002,make30,model189
sku917,2002,make17,model123
sku486,2010,make24,model217
sku299,2013,make9,model36
sku60,1992,make28,model203
sku768,2004,make31,model481
sku695,2011,make19,model285
sku661,1991,make17,model171
sku589,2012,make36,model253
