"year","make","model","option","category","subcategory","country"
"1988","Nissan","Pathfinder","XE","Truck","Light Duty","USA"
"1991","Nissan","Pathfinder","SE","Truck","Light Duty","USA"
"1991","Nissan","Pathfinder","XE","Truck","Light Duty","USA"
"1993","Nissan","Pathfinder","SE","Truck","Light Duty","USA"
"1993","Nissan","Pathfinder","XE","Truck","Light Duty","USA"
"1994","Nissan","Pathfinder","LE","Truck","Light Duty","USA"
"1994","Nissan","Pathfinder","SE","Truck","Light Duty","USA"
"1994","Nissan","Pathfinder","XE","Truck","Light Duty","USA"
"1995","Nissan","Pathfinder","LE","Truck","Light Duty","USA"
"1995","Nissan","Pathfinder","SE","Truck","Light Duty","USA"
"1995","Nissan","Pathfinder","XE","Truck","Light Duty","USA"
"1982","Nissan","280ZX","2+2 Turbo","Car","Light Duty","USA"
"1985","Nissan","300ZX","2+2","Car","Light Duty","USA"
"1985","Nissan","300ZX","Base","Car","Light Duty","USA"
"1992","Nissan","300ZX","2+2","Car","Light Duty","USA"
"1992","Nissan","300ZX","Base","Car","Light Duty","USA"
"1993","Nissan","300ZX","2+2","Car","Light Duty","USA"
"1993","Nissan","300ZX","Base","Car","Light Duty","USA"
"1994","Nissan","300ZX","2+2","Car","Light Duty","USA"
"1994","Nissan","300ZX","Base","Car","Light Duty","USA"
"1978","Nissan","510","Base","Car","Light Duty","USA"
"1986","Ford","Escort","LX","Car","Light Duty","USA"
"1994","Nissan","Altima","GLE","Car","Light Duty","USA"
"1994","Nissan","Altima","GXE","Car","Light Duty","USA"
"1994","Nissan","Altima","SE","Car","Light Duty","USA"
"1994","Mitsubishi","Eclipse","Base","Car","Light Duty","USA"
"1994","Nissan","Altima","XE","Car","Light Duty","USA"
"1994","Mitsubishi","Eclipse","GST","Car","Light Duty","USA"
"1995","Nissan","Altima","GLE","Car","Light Duty","USA"
"1994","Mitsubishi","Eclipse","GS","Car","Light Duty","USA"
"1995","Nissan","Altima","GXE","Car","Light Duty","USA"
"1994","Mitsubishi","Eclipse","GSX","Car","Light Duty","USA"
"1995","Nissan","Altima","SE","Car","Light Duty","USA"
"1995","Nissan","Altima","XE","Car","Light Duty","USA"
"1995","Mitsubishi","Diamante","ES","Car","Light Duty","USA"
"1995","Mitsubishi","Diamante","LS","Car","Light Duty","USA"
"1995","Mitsubishi","Eclipse","GS","Car","Light Duty","USA"
"1995","Mitsubishi","Eclipse","GST","Car","Light Duty","USA"
"1995","Mitsubishi","Eclipse","GSX","Car","Light Duty","USA"
"1995","Mitsubishi","Eclipse","RS","Car","Light Duty","USA"
"1995","Mitsubishi","Montero","LS","Truck","Light Duty","USA"
"1995","Mitsubishi","Montero","SR","Truck","Light Duty","USA"
"1987","Nissan","D21","Base","Truck","Light Duty","USA"
"1987","Nissan","D21","E","Truck","Light Duty","USA"
"1987","Nissan","D21","SE","Truck","Light Duty","USA"
"1987","Nissan","D21","XE","Truck","Light Duty","USA"
"1996","Mitsubishi","Mirage","LS","Car","Light Duty","USA"
"1996","Mitsubishi","Mirage","S","Car","Light Duty","USA"
"1992","Nissan","D21","Base","Truck","Light Duty","USA"
"1992","Nissan","D21","SE","Truck","Light Duty","USA"
"1993","Nissan","D21","Base","Truck","Light Duty","USA"
"1993","Nissan","D21","SE","Truck","Light Duty","USA"
"2000","Nissan","Frontier","SE","Truck","Light Duty","USA"
"2000","Nissan","Frontier","XE","Truck","Light Duty","USA"
"2002","Nissan","Frontier","Base","Truck","Light Duty","USA"
"2002","Nissan","Frontier","SC","Truck","Light Duty","USA"
"1978","American Motors","Pacer","Base","Car","Light Duty","USA"
"1980","American Motors","Pacer","DL","Car","Light Duty","USA"
"1980","American Motors","Pacer","Limited","Car","Light Duty","USA"
"1980","American Motors","Spirit","Base","Car","Light Duty","USA"
"1981","American Motors","Spirit","Base","Car","Light Duty","USA"
"1982","American Motors","Spirit","DL","Car","Light Duty","USA"
"1982","American Motors","Spirit","Base","Car","Light Duty","USA"
"1980","American Motors","Spirit","DL","Car","Light Duty","USA"
"1981","American Motors","Spirit","DL","Car","Light Duty","USA"
"1980","American Motors","Spirit","Limited","Car","Light Duty","USA"
"1983","Renault","Fuego","Turbo","Car","Light Duty","USA"
"1989","Land Rover","Range Rover","Hunter","Truck","Light Duty","USA"
"1992","Land Rover","Range Rover","LSE","Truck","Light Duty","USA"
"1993","Land Rover","Range Rover","Sport","Truck","Light Duty","USA"
"1997","Land Rover","Range Rover","Kensington","Truck","Light Duty","USA"
"1997","Land Rover","Range Rover","Vitesse","Truck","Light Duty","USA"
"1996","Land Rover","Discovery","SD","Truck","Light Duty","USA"
"1996","Land Rover","Discovery","SE","Truck","Light Duty","USA"
"1996","Land Rover","Discovery","SE7","Truck","Light Duty","USA"
"1997","Land Rover","Discovery","SD","Truck","Light Duty","USA"
"1997","Land Rover","Discovery","SE","Truck","Light Duty","USA"
"1997","Land Rover","Discovery","SE7","Truck","Light Duty","USA"
"1997","Land Rover","Discovery","XD","Truck","Light Duty","USA"
"1997","Land Rover","Discovery","LSE","Truck","Light Duty","USA"
"1981","Nissan","200SX","Base","Car","Light Duty","USA"
"1987","Nissan","200SX","SE","Car","Light Duty","USA"
"1987","Nissan","200SX","XE","Car","Light Duty","USA"
"1980","Nissan","210","Base","Car","Light Duty","USA"
"1980","Nissan","210","Deluxe","Car","Light Duty","USA"
"1992","Nissan","240SX","Base","Car","Light Duty","USA"
"1992","Nissan","240SX","LE","Car","Light Duty","USA"
"1992","Nissan","240SX","SE","Car","Light Duty","USA"
"1975","Nissan","260Z","Base","Car","Light Duty","USA"
"1975","Nissan","260Z","2+2","Car","Light Duty","USA"
"1976","Nissan","280Z","Base","Car","Light Duty","USA"
"1976","Nissan","280Z","2+2","Car","Light Duty","USA"
"1977","Nissan","280Z","Base","Car","Light Duty","USA"
"1977","Nissan","280Z","2+2","Car","Light Duty","USA"
"1997","Mitsubishi","3000GT","Base","Car","Light Duty","USA"
"1997","Mitsubishi","3000GT","SL","Car","Light Duty","USA"
"1997","Mitsubishi","3000GT","VR-4","Car","Light Duty","USA"
"1982","Nissan","280ZX","Base","Car","Light Duty","USA"
"1982","Nissan","280ZX","Turbo","Car","Light Duty","USA"
"1982","Nissan","280ZX","2+2","Car","Light Duty","USA"
"2001","Saab","9-5","SE","Car","Light Duty","USA"
"2001","Saab","9-5","2.3t","Car","Light Duty","USA"
"2001","Saab","9-5","Aero","Car","Light Duty","USA"
"1997","Mitsubishi","Montero Sport","ES","Truck","Light Duty","USA"
"1997","Mitsubishi","Montero Sport","LS","Truck","Light Duty","USA"
"1997","Mitsubishi","Montero Sport","XLS","Truck","Light Duty","USA"
"1998","Mitsubishi","Diamante","ES","Car","Light Duty","USA"
"1998","Mitsubishi","Diamante","LS","Car","Light Duty","USA"
"1999","Mitsubishi","3000GT","Base","Car","Light Duty","USA"
"1999","Mitsubishi","3000GT","SL","Car","Light Duty","USA"
"1999","Mitsubishi","3000GT","VR-4","Car","Light Duty","USA"
"1999","Mitsubishi","Diamante","Base","Car","Light Duty","USA"
"1999","Mitsubishi","Eclipse","RS","Car","Light Duty","USA"
"1999","Mitsubishi","Eclipse","GS","Car","Light Duty","USA"
"1999","Mitsubishi","Eclipse","GST","Car","Light Duty","USA"
"1999","Mitsubishi","Eclipse","GSX","Car","Light Duty","USA"
"1999","Mitsubishi","Eclipse","Spyder GS","Car","Light Duty","USA"
"1999","Mitsubishi","Eclipse","Spyder GST","Car","Light Duty","USA"
"1999","Mitsubishi","Montero","Base","Truck","Light Duty","USA"
"1999","Mitsubishi","Montero Sport","ES","Truck","Light Duty","USA"
"1999","Mitsubishi","Montero Sport","LS","Truck","Light Duty","USA"
"1999","Mitsubishi","Montero Sport","XLS","Truck","Light Duty","USA"
"1999","Mitsubishi","Montero Sport","Limited","Truck","Light Duty","USA"
"2000","Mitsubishi","Diamante","ES","Car","Light Duty","USA"
"2000","Mitsubishi","Diamante","LS","Car","Light Duty","USA"
"2000","Mitsubishi","Galant","DE","Car","Light Duty","USA"
"2000","Mitsubishi","Galant","ES","Car","Light Duty","USA"
"2000","Mitsubishi","Galant","LS","Car","Light Duty","USA"
"2000","Mitsubishi","Galant","GTZ","Car","Light Duty","USA"
"2000","Mitsubishi","Mirage","DE","Car","Light Duty","USA"
"2000","Mitsubishi","Mirage","LS","Car","Light Duty","USA"
"2000","Mitsubishi","Montero","Base","Truck","Light Duty","USA"
"2000","Mitsubishi","Montero Sport","ES","Truck","Light Duty","USA"
"2000","Mitsubishi","Montero Sport","LS","Truck","Light Duty","USA"
"2000","Mitsubishi","Montero Sport","XLS","Truck","Light Duty","USA"
"2000","Mitsubishi","Montero Sport","Limited","Truck","Light Duty","USA"
"2001","Mitsubishi","Mirage","DE","Car","Light Duty","USA"
"2001","Mitsubishi","Mirage","LS","Car","Light Duty","USA"
"2001","Mitsubishi","Mirage","ES","Car","Light Duty","USA"
"2001","Mitsubishi","Montero Sport","ES","Truck","Light Duty","USA"
"2001","Mitsubishi","Montero Sport","LS","Truck","Light Duty","USA"
"2001","Mitsubishi","Montero Sport","XLS","Truck","Light Duty","USA"
"2001","Mitsubishi","Montero Sport","Limited","Truck","Light Duty","USA"
"2002","Mitsubishi","Diamante","ES","Car","Light Duty","USA"
"2002","Mitsubishi","Diamante","LS","Car","Light Duty","USA"
"2002","Mitsubishi","Diamante","VR-X","Car","Light Duty","USA"
"1975","Saab","99","L","Car","Light Duty","USA"
"1975","Saab","99","EMS","Car","Light Duty","USA"
"1976","Saab","99","GL","Car","Light Duty","USA"
"1976","Saab","99","L","Car","Light Duty","USA"
"1976","Saab","99","EMS","Car","Light Duty","USA"
"1976","Saab","99","GLE","Car","Light Duty","USA"
"1977","Saab","99","EMS","Car","Light Duty","USA"
"1977","Saab","99","GL","Car","Light Duty","USA"
"1977","Saab","99","GLE","Car","Light Duty","USA"
"1980","Saab","99","GL","Car","Light Duty","USA"
"1997","Oldsmobile","Silhouette","GLS","Van","Light Duty","USA"
"1980","American Motors","AMX","Base","Car","Light Duty","USA"
"1979","American Motors","Concord","Base","Car","Light Duty","USA"
"1983","American Motors","Concord","Base","Car","Light Duty","USA"
"1979","American Motors","Concord","DL","Car","Light Duty","USA"
"1979","American Motors","Concord","Limited","Car","Light Duty","USA"
"1983","American Motors","Concord","DL","Car","Light Duty","USA"
"1983","American Motors","Concord","Limited","Car","Light Duty","USA"
"1985","American Motors","Eagle","Base","Car","Light Duty","USA"
"1986","American Motors","Eagle","Base","Car","Light Duty","USA"
"1988","American Motors","Eagle","Base","Car","Light Duty","USA"
"1985","American Motors","Eagle","Limited","Car","Light Duty","USA"
"1986","American Motors","Eagle","Limited","Car","Light Duty","USA"
"1996","Saab","9000","Aero","Car","Light Duty","USA"
"1996","Saab","9000","CS","Car","Light Duty","USA"
"1996","Saab","9000","CSE","Car","Light Duty","USA"
"1996","Saab","9000","CSE Turbo","Car","Light Duty","USA"
"2002","Mitsubishi","Galant","DE","Car","Light Duty","USA"
"2002","Mitsubishi","Galant","ES","Car","Light Duty","USA"
"2002","Mitsubishi","Galant","LS","Car","Light Duty","USA"
"2002","Mitsubishi","Galant","GTZ","Car","Light Duty","USA"
"2003","Mitsubishi","Galant","DE","Car","Light Duty","USA"
"2003","Mitsubishi","Galant","ES","Car","Light Duty","USA"
"2003","Mitsubishi","Galant","LS","Car","Light Duty","USA"
"2003","Mitsubishi","Galant","GTZ","Car","Light Duty","USA"
"1975","Audi","100 Series","LS","Car","Light Duty","USA"
"1975","Volkswagen","Scirocco","Base","Car","Light Duty","USA"
"1975","Volkswagen","Transporter","Kombi","Van","Light Duty","USA"
"1975","Volkswagen","Transporter","Base","Van","Light Duty","USA"
"1975","Volkswagen","Transporter","Campmobile","Van","Light Duty","USA"
"1976","Volkswagen","Transporter","Base","Van","Light Duty","USA"
"2002","Saab","9-3","Viggen","Car","Light Duty","USA"
"1976","Volkswagen","Transporter","Kombi","Van","Light Duty","USA"
"1976","Volkswagen","Transporter","Campmobile","Van","Light Duty","USA"
"1993","Toyota","Pickup","RN02","Truck","Light Duty","CAN"
"1977","Audi","100 Series","LS","Car","Light Duty","USA"
"1977","Audi","Fox","Base","Car","Light Duty","USA"
"1977","Volkswagen","Rabbit","Base","Car","Light Duty","USA"
"1977","Volkswagen","Rabbit","Custom","Car","Light Duty","USA"
"1977","Volkswagen","Rabbit","Deluxe","Car","Light Duty","USA"
"1977","Volkswagen","Scirocco","Base","Car","Light Duty","USA"
"1978","Volkswagen","Scirocco","Base","Car","Light Duty","USA"
"1987","Saab","9000","S","Car","Light Duty","USA"
"1987","Saab","9000","Turbo","Car","Light Duty","USA"
"1991","Saab","9000","S","Car","Light Duty","USA"
"1991","Saab","9000","Turbo","Car","Light Duty","USA"
"1991","Saab","9000","Base","Car","Light Duty","USA"
"1991","Saab","9000","CD","Car","Light Duty","USA"
"1991","Saab","9000","CD Turbo","Car","Light Duty","USA"
"1992","Saab","9000","CD","Car","Light Duty","USA"
"1992","Saab","9000","S","Car","Light Duty","USA"
"1992","Saab","9000","Turbo","Car","Light Duty","USA"
"1992","Saab","9000","Base","Car","Light Duty","USA"
"1992","Saab","9000","CD Griffin Edtion","Car","Light Duty","USA"
"1992","Saab","9000","CD Turbo","Car","Light Duty","USA"
"1988","Saab","900","Base","Car","Light Duty","USA"
"1991","Saab","900","S","Car","Light Duty","USA"
"1991","Saab","900","S Turbo","Car","Light Duty","USA"
"1991","Saab","900","SPG","Car","Light Duty","USA"
"1991","Saab","900","Base","Car","Light Duty","USA"
"1991","Saab","900","SE Turbo","Car","Light Duty","USA"
"1993","Saab","900","S","Car","Light Duty","USA"
"1993","Saab","900","Turbo","Car","Light Duty","USA"
"1993","Saab","900","Turbo Commemorative Edition","Car","Light Duty","USA"
"1996","Saab","900","S","Car","Light Duty","USA"
"1979","Audi","5000","Base","Car","Light Duty","USA"
"1996","Saab","900","SE","Car","Light Duty","USA"
"1979","Audi","5000","S","Car","Light Duty","USA"
"1996","Saab","900","SE Turbo","Car","Light Duty","USA"
"1997","Saab","900","SE","Car","Light Duty","USA"
"1997","Saab","900","S","Car","Light Duty","USA"
"1997","Saab","900","SE Turbo","Car","Light Duty","USA"
"1979","MG","Midget","MK IV","Car","Light Duty","USA"
"1979","Saab","900","EMS","Car","Light Duty","USA"
"1979","Saab","900","GL","Car","Light Duty","USA"
"1979","Saab","900","Turbo","Car","Light Duty","USA"
"1980","Volkswagen","Dasher","Base","Car","Light Duty","USA"
"1979","Saab","900","GLE","Car","Light Duty","USA"
"1980","Saab","900","EMS","Car","Light Duty","USA"
"1980","Saab","900","Turbo","Car","Light Duty","USA"
"1980","Saab","900","GLE","Car","Light Duty","USA"
"1980","Saab","900","GLI","Car","Light Duty","USA"
"1981","Audi","4000","Base","Car","Light Duty","USA"
"1981","Volkswagen","Rabbit","Base","Truck","Light Duty","USA"
"1981","Volkswagen","Rabbit","LX","Truck","Light Duty","USA"
"1981","Volkswagen","Rabbit","Sport","Truck","Light Duty","USA"
"1982","Audi","Coupe","Base","Car","Light Duty","USA"
"1982","Volkswagen","Rabbit","Base","Truck","Light Duty","USA"
"1982","Volkswagen","Rabbit","LX","Truck","Light Duty","USA"
"1982","Volkswagen","Rabbit","Sport","Truck","Light Duty","USA"
"1985","Saab","900","Base","Car","Light Duty","USA"
"1985","Saab","900","S","Car","Light Duty","USA"
"1988","Saab","900","Turbo","Car","Light Duty","USA"
"1988","Saab","900","S","Car","Light Duty","USA"
"1988","Saab","900","SPG","Car","Light Duty","USA"
"2003","Mercedes-Benz","S600","Base","Car","Light Duty","USA"
"2000","Mercedes-Benz","SL500","Base","Car","Light Duty","USA"
"2001","Mercedes-Benz","SL500","Base","Car","Light Duty","USA"
"2002","Mercedes-Benz","SL500","Base","Car","Light Duty","USA"
"1995","Mercedes-Benz","SL600","Base","Car","Light Duty","USA"
"1996","Mercedes-Benz","SL600","Base","Car","Light Duty","USA"
"2000","Mercedes-Benz","SLK230","Kompressor","Car","Light Duty","USA"
"2002","Mercedes-Benz","SLK320","Base","Car","Light Duty","USA"
"1997","Mercedes-Benz","S320","SWB","Car","Light Duty","USA"
"1997","Mercedes-Benz","S320","LWB","Car","Light Duty","USA"
"1994","Volkswagen","Corrado","V6","Car","Light Duty","CAN"
"1993","Volkswagen","Golf","CL","Car","Light Duty","CAN"
"1996","Volkswagen","Golf","CL","Car","Light Duty","CAN"
"1994","Mercedes-Benz","S420","Base","Car","Light Duty","USA"
"1996","Volkswagen","Golf","TDI","Car","Light Duty","CAN"
"1996","Mercedes-Benz","S420","Base","Car","Light Duty","USA"
"1997","Mercedes-Benz","S420","Base","Car","Light Duty","USA"
"1999","Mercedes-Benz","S420","Base","Car","Light Duty","USA"
"1995","Mercedes-Benz","S500","Base","Car","Light Duty","USA"
"1991","Volkswagen","Jetta","GTX 16-V","Car","Light Duty","CAN"
"1992","Volkswagen","Jetta","GTX 16-V","Car","Light Duty","CAN"
"1986","Volkswagen","Golf","Base","Car","Light Duty","USA"
"1986","Volkswagen","Golf","GTI","Car","Light Duty","USA"
"1996","Volkswagen","Jetta","TDI","Car","Light Duty","CAN"
"1997","Mercedes-Benz","S500","Base","Car","Light Duty","USA"
"1994","Mercedes-Benz","S600","Base","Car","Light Duty","USA"
"1995","Mercedes-Benz","S600","Base","Car","Light Duty","USA"
"1998","Mercedes-Benz","S600","Base","Car","Light Duty","USA"
"2002","Mercedes-Benz","S600","Base","Car","Light Duty","USA"
"1999","Mercedes-Benz","E300","Base","Car","Light Duty","USA"
"1999","Mercedes-Benz","E320","4Matic","Car","Light Duty","USA"
"1999","Mercedes-Benz","E320","Base","Car","Light Duty","USA"
"2003","Mercedes-Benz","E320","Base","Car","Light Duty","USA"
"2003","Mercedes-Benz","E320","4Matic","Car","Light Duty","USA"
"1995","Mercedes-Benz","E420","Base","Car","Light Duty","USA"
"2001","Mercedes-Benz","E430","4Matic","Car","Light Duty","USA"
"2001","Mercedes-Benz","E430","Base","Car","Light Duty","USA"
"2002","Mercedes-Benz","ML320","Base","Truck","Light Duty","USA"
"2003","Mercedes-Benz","ML350","Base","Truck","Light Duty","USA"
"1999","Mercedes-Benz","ML430","Base","Truck","Light Duty","USA"
"2001","Mercedes-Benz","ML430","Base","Truck","Light Duty","USA"
"2002","Mercedes-Benz","ML500","Base","Truck","Light Duty","USA"
"2000","Mercedes-Benz","ML55 AMG","Base","Truck","Light Duty","USA"
"2002","Mercedes-Benz","ML55 AMG","Base","Truck","Light Duty","USA"
"1994","Mercedes-Benz","C280","Base","Car","Light Duty","USA"
"1987","Volkswagen","Golf","GL","Car","Light Duty","USA"
"1987","Volkswagen","Golf","GT","Car","Light Duty","USA"
"1987","Volkswagen","Golf","GTI","Car","Light Duty","USA"
"1987","Volkswagen","Golf","GTI 16-Valve","Car","Light Duty","USA"
"1987","Volkswagen","Jetta","Base","Car","Light Duty","USA"
"1987","Volkswagen","Jetta","Wolfsburg Edition","Car","Light Duty","USA"
"1987","Volkswagen","Jetta","GLI","Car","Light Duty","USA"
"1987","Volkswagen","Jetta","GL","Car","Light Duty","USA"
"2001","Mercedes-Benz","C320","Base","Car","Light Duty","USA"
"1987","Volkswagen","Jetta","GLI 16-Valve","Car","Light Duty","USA"
"1996","Mercedes-Benz","C36 AMG","Base","Car","Light Duty","USA"
"1998","Mercedes-Benz","C43 AMG","Base","Car","Light Duty","USA"
"1999","Mercedes-Benz","C43 AMG","Base","Car","Light Duty","USA"
"2000","Mercedes-Benz","C43 AMG","Base","Car","Light Duty","USA"
"1988","Audi","80","Base","Car","Light Duty","USA"
"2000","Mercedes-Benz","CL500","Base","Car","Light Duty","USA"
"2001","Mercedes-Benz","CL500","Base","Car","Light Duty","USA"
"1988","Audi","90 Quattro","Base","Car","Light Duty","USA"
"1988","Volkswagen","Cabriolet","Base","Car","Light Duty","USA"
"1988","Volkswagen","Cabriolet","Bestseller","Car","Light Duty","USA"
"1988","Volkswagen","Cabriolet","Boutique","Car","Light Duty","USA"
"1988","Volkswagen","Scirocco","16-Valve","Car","Light Duty","USA"
"1989","Audi","100 Quattro","Base","Car","Light Duty","USA"
"1989","Audi","200","Base","Car","Light Duty","USA"
"1998","Mercedes-Benz","CL600","Base","Car","Light Duty","USA"
"1999","Mercedes-Benz","CL600","Base","Car","Light Duty","USA"
"2001","Mercedes-Benz","CL600","Base","Car","Light Duty","USA"
"2002","Mercedes-Benz","CL600","Base","Car","Light Duty","USA"
"2000","Mercedes-Benz","CLK430","Base","Car","Light Duty","USA"
"2002","Mercedes-Benz","CLK55 AMG","Base","Car","Light Duty","USA"
"2003","Mercedes-Benz","CLK55 AMG","Base","Car","Light Duty","USA"
"1990","Mercedes-Benz","500SL","Base","Car","Light Duty","USA"
"1991","Mercedes-Benz","500SL","Base","Car","Light Duty","USA"
"1989","Mercedes-Benz","560SEC","Base","Car","Light Duty","USA"
"1989","Mercedes-Benz","560SEL","Base","Car","Light Duty","USA"
"1987","Mercedes-Benz","560SL","Base","Car","Light Duty","USA"
"1988","Mercedes-Benz","560SL","Base","Car","Light Duty","USA"
"1992","Mercedes-Benz","600SEL","Base","Car","Light Duty","USA"
"1997","Mercedes-Benz","C230","Base","Car","Light Duty","USA"
"2002","Mercedes-Benz","C230","Kompressor","Car","Light Duty","USA"
"1990","Mercedes-Benz","420SEL","Base","Car","Light Duty","USA"
"1991","Mercedes-Benz","420SEL","Base","Car","Light Duty","USA"
"1979","Mercedes-Benz","450SEL","6.9","Car","Light Duty","USA"
"1979","Mercedes-Benz","450SEL","Base","Car","Light Duty","USA"
"1980","Mercedes-Benz","450SEL","Base","Car","Light Duty","USA"
"1977","Mercedes-Benz","450SL","Base","Car","Light Duty","USA"
"1980","Mercedes-Benz","450SL","Base","Car","Light Duty","USA"
"1990","Audi","200","Base","Car","Light Duty","USA"
"1993","Mercedes-Benz","500E","Base","Car","Light Duty","USA"
"1984","Mercedes-Benz","500SEC","Base","Car","Light Duty","USA"
"1985","Mercedes-Benz","500SEC","Base","Car","Light Duty","USA"
"1991","Audi","80","Base","Car","Light Duty","USA"
"1991","Volkswagen","Corrado","G60","Car","Light Duty","USA"
"1983","Mercedes-Benz","300TD","Base","Car","Light Duty","USA"
"1987","Mercedes-Benz","300TD","Base","Car","Light Duty","USA"
"1990","Mercedes-Benz","300TE","4Matic","Car","Light Duty","USA"
"1989","Mercedes-Benz","300TE","Base","Car","Light Duty","USA"
"1990","Mercedes-Benz","300TE","Base","Car","Light Duty","USA"
"1982","Mercedes-Benz","380SEC","Base","Car","Light Duty","USA"
"1983","Mercedes-Benz","380SEC","Base","Car","Light Duty","USA"
"1981","Mercedes-Benz","380SEL","Base","Car","Light Duty","USA"
"1983","Mercedes-Benz","380SEL","Base","Car","Light Duty","USA"
"1982","Mercedes-Benz","300SD","Base","Car","Light Duty","USA"
"1993","Mercedes-Benz","300SL","Base","Car","Light Duty","USA"
"1985","Mercedes-Benz","300CD","Base","Car","Light Duty","USA"
"1991","Volkswagen","Jetta","Carat","Car","Light Duty","USA"
"1991","Volkswagen","Jetta","GL","Car","Light Duty","USA"
"1990","Mercedes-Benz","300CE","Base","Car","Light Duty","USA"
"1991","Volkswagen","Jetta","GLI 16-Valve","Car","Light Duty","USA"
"1991","Volkswagen","Passat","GL","Car","Light Duty","USA"
"1992","Mercedes-Benz","300D","2.5","Car","Light Duty","USA"
"1976","Mercedes-Benz","300D","Base","Car","Light Duty","USA"
"1992","Audi","100 Quattro","CS","Car","Light Duty","USA"
"1979","Mercedes-Benz","300D","Base","Car","Light Duty","USA"
"1992","Audi","80 Quattro","Base","Car","Light Duty","USA"
"1980","Mercedes-Benz","300D","Base","Car","Light Duty","USA"
"1981","Mercedes-Benz","300D","Base","Car","Light Duty","USA"
"1985","Mercedes-Benz","300D","Base","Car","Light Duty","USA"
"1992","Volkswagen","Jetta","Carat","Car","Light Duty","USA"
"1992","Volkswagen","Jetta","GL","Car","Light Duty","USA"
"1992","Volkswagen","Jetta","GLI 16-Valve","Car","Light Duty","USA"
"1993","Audi","100","Base","Car","Light Duty","USA"
"1993","Audi","100","CS","Car","Light Duty","USA"
"1993","Audi","100","S","Car","Light Duty","USA"
"1993","Audi","100 Quattro","CS","Car","Light Duty","USA"
"1993","Volkswagen","Cabriolet","Base","Car","Light Duty","USA"
"1993","Volkswagen","Cabriolet","Classic","Car","Light Duty","USA"
"1994","Audi","100","CS","Car","Light Duty","USA"
"1994","Audi","100","S","Car","Light Duty","USA"
"1987","Mercedes-Benz","260E","Base","Car","Light Duty","USA"
"1989","Mercedes-Benz","260E","Base","Car","Light Duty","USA"
"1975","Mercedes-Benz","280C","Base","Car","Light Duty","USA"
"1979","Mercedes-Benz","280E","Base","Car","Light Duty","USA"
"1980","Mercedes-Benz","280E","Base","Car","Light Duty","USA"
"1975","Mercedes-Benz","280S","Base","Car","Light Duty","USA"
"1976","Mercedes-Benz","280S","Base","Car","Light Duty","USA"
"1977","Mercedes-Benz","280SE","Base","Car","Light Duty","USA"
"1987","DeTomaso","Pantera","GT5-S","Car","Light Duty","USA"
"1975","Mercedes-Benz","230","Base","Car","Light Duty","USA"
"1976","Mercedes-Benz","230","Base","Car","Light Duty","USA"
"1976","Mercedes-Benz","280","Base","Car","Light Duty","USA"
"1985","Mercedes-Benz","190E","2.3","Car","Light Duty","USA"
"1994","Audi","100 Quattro","CS","Car","Light Duty","USA"
"1988","Mercedes-Benz","190E","2.3","Car","Light Duty","USA"
"1994","Audi","Cabriolet","Base","Car","Light Duty","USA"
"1994","Volkswagen","Corrado","SLC","Car","Light Duty","USA"
"1988","Mercedes-Benz","190E","2.6","Car","Light Duty","USA"
"1990","Mercedes-Benz","190E","2.6","Car","Light Duty","USA"
"1995","Audi","A6","Base","Car","Light Duty","USA"
"1995","Audi","A6","Avant","Car","Light Duty","USA"
"1995","Volkswagen","Cabrio","Base","Car","Light Duty","USA"
"1995","Audi","Cabriolet","Base","Car","Light Duty","USA"
"1982","Honda","Civic","Wagovan","Car","Light Duty","USA"
"1995","Volkswagen","EuroVan","Camper","Van","Light Duty","USA"
"1985","Honda","Civic","CRX","Car","Light Duty","USA"
"1985","Honda","Civic","CRX HF","Car","Light Duty","USA"
"1985","Honda","Civic","CRX Si","Car","Light Duty","USA"
"1995","Audi","S6","Base","Car","Light Duty","USA"
"1996","Audi","A4 Quattro","Base","Car","Light Duty","USA"
"1987","Honda","Civic","CRX","Car","Light Duty","USA"
"1987","Honda","Civic","CRX HF","Car","Light Duty","USA"
"1987","Honda","Civic","CRX Si","Car","Light Duty","USA"
"1996","Volkswagen","Golf","GL","Car","Light Duty","USA"
"1996","Volkswagen","Golf","GTI","Car","Light Duty","USA"
"1996","Volkswagen","Golf","GTI VR6","Car","Light Duty","USA"
"1996","Volkswagen","Jetta","GL","Car","Light Duty","USA"
"1996","Volkswagen","Jetta","GLS","Car","Light Duty","USA"
"1996","Volkswagen","Jetta","GLX","Car","Light Duty","USA"
"1996","Volkswagen","Jetta","Trek","Car","Light Duty","USA"
"1996","Volkswagen","Jetta","Wolfsburg Edition","Car","Light Duty","USA"
"1996","Volkswagen","Passat","GLS","Car","Light Duty","USA"
"1996","Volkswagen","Passat","GLX","Car","Light Duty","USA"
"1996","Volkswagen","Passat","TDI","Car","Light Duty","USA"
"1997","Audi","A8","Base","Car","Light Duty","USA"
"1991","Sterling","827","Si","Car","Light Duty","USA"
"1991","Sterling","827","SLi","Car","Light Duty","USA"
"1990","Honda","Prelude","Si 4WS","Car","Light Duty","USA"
"1990","Honda","Prelude","Si ALB","Car","Light Duty","USA"
"1992","Plymouth","Sundance","RS","Car","Light Duty","CAN"
"1995","Honda","Prelude","S","Car","Light Duty","USA"
"1995","Honda","Prelude","SE","Car","Light Duty","USA"
